 50 	189 	8 	6 	2.0 	77
 50 	190 	7 	6 	2.0 	77
 50 	191 	7 	6 	2.0 	78
 50 	192 	7 	6 	2.0 	79
 50 	193 	7 	6 	2.0 	80
 50 	194 	7 	6 	2.0 	81
 50 	195 	7 	6 	2.0 	81
 50 	196 	7 	6 	2.0 	81
 50 	197 	8 	6 	2.0 	81
 50 	198 	8 	6 	2.0 	82
 50 	199 	7 	6 	2.0 	82
