 50 	0 	16 	0 	-1 	1
 50 	1 	16 	0 	-1 	1
 50 	2 	16 	0 	-1 	1
 50 	3 	16 	0 	-1 	1
 50 	4 	16 	0 	-1 	1
 50 	5 	16 	0 	-1 	1
 50 	6 	14 	1 	3.0 	2
 50 	7 	14 	1 	3.0 	2
 50 	8 	13 	1 	3.0 	2
 50 	9 	13 	3 	3.0 	3
 50 	10 	13 	3 	3.0 	3
 50 	11 	12 	3 	3.33333333333 	4
 50 	12 	13 	3 	3.33333333333 	4
 50 	13 	12 	3 	3.33333333333 	5
 50 	14 	13 	3 	3.33333333333 	5
 50 	15 	13 	3 	3.0 	6
 50 	16 	12 	3 	2.33333333333 	7
 50 	17 	12 	3 	2.33333333333 	7
 50 	18 	12 	3 	2.33333333333 	8
 50 	19 	11 	4 	2.33333333333 	9
 50 	20 	11 	4 	2.33333333333 	10
 50 	21 	11 	4 	2.33333333333 	10
 50 	22 	11 	4 	2.33333333333 	10
 50 	23 	11 	4 	2.33333333333 	10
 50 	24 	11 	4 	2.33333333333 	11
 50 	25 	12 	4 	2.0 	12
 50 	26 	11 	4 	2.0 	13
 50 	27 	11 	4 	2.0 	14
 50 	28 	11 	4 	2.0 	15
 50 	29 	11 	4 	2.0 	15
 50 	30 	10 	5 	2.0 	16
 50 	31 	10 	5 	2.0 	16
 50 	32 	10 	5 	2.0 	16
 50 	33 	11 	5 	2.0 	16
 50 	34 	10 	5 	2.0 	17
 50 	35 	10 	5 	2.0 	18
 50 	36 	10 	5 	2.0 	18
 50 	37 	10 	5 	2.0 	18
 50 	38 	10 	5 	2.0 	18
 50 	39 	10 	5 	2.0 	18
 50 	40 	10 	5 	2.0 	19
 50 	41 	10 	5 	2.0 	20
 50 	42 	9 	5 	2.0 	21
 50 	43 	10 	5 	2.0 	22
 50 	44 	10 	5 	2.0 	22
 50 	45 	10 	5 	2.0 	23
 50 	46 	9 	5 	2.0 	24
 50 	47 	9 	5 	2.0 	25
 50 	48 	9 	5 	2.0 	25
 50 	49 	9 	5 	2.0 	26
 50 	50 	9 	5 	2.0 	27
 50 	51 	9 	5 	2.0 	27
 50 	52 	9 	5 	2.0 	28
 50 	53 	9 	5 	2.0 	29
 50 	54 	9 	5 	2.0 	30
 50 	55 	9 	5 	2.0 	31
 50 	56 	8 	5 	2.0 	31
 50 	57 	8 	5 	2.0 	31
 50 	58 	8 	5 	2.0 	31
 50 	59 	9 	5 	2.0 	31
 50 	60 	9 	5 	2.0 	31
 50 	61 	9 	5 	2.0 	32
 50 	62 	9 	5 	2.0 	32
 50 	63 	8 	6 	2.0 	33
 50 	64 	9 	6 	2.0 	33
 50 	65 	9 	6 	2.0 	34
 50 	66 	9 	6 	2.0 	34
 50 	67 	9 	6 	2.0 	34
 50 	68 	9 	6 	2.0 	34
 50 	69 	8 	6 	2.0 	34
 50 	70 	8 	6 	2.0 	35
 50 	71 	9 	6 	2.0 	35
 50 	72 	9 	6 	2.0 	36
 50 	73 	9 	6 	2.0 	36
 50 	74 	9 	6 	2.0 	36
 50 	75 	9 	6 	2.0 	36
 50 	76 	9 	6 	2.0 	36
 50 	77 	9 	6 	2.0 	37
 50 	78 	9 	6 	2.0 	37
 50 	79 	9 	6 	2.0 	37
 50 	80 	9 	6 	2.0 	37
 50 	81 	9 	6 	2.0 	37
 50 	82 	9 	6 	2.0 	38
 50 	83 	8 	6 	2.0 	38
 50 	84 	8 	6 	2.0 	39
 50 	85 	9 	6 	2.0 	39
 50 	86 	8 	6 	2.0 	40
 50 	87 	8 	6 	2.0 	40
 50 	88 	8 	6 	2.0 	40
 50 	89 	9 	6 	2.0 	41
 50 	90 	9 	6 	2.0 	42
 50 	91 	8 	6 	2.0 	42
 50 	92 	8 	6 	2.0 	43
 50 	93 	9 	6 	2.0 	44
 50 	94 	9 	6 	2.0 	44
 50 	95 	8 	6 	2.0 	44
 50 	96 	9 	6 	2.0 	44
 50 	97 	9 	6 	2.0 	45
 50 	98 	8 	6 	2.0 	46
 50 	99 	9 	6 	2.0 	47
 50 	100 	9 	6 	2.0 	47
 50 	101 	8 	6 	2.0 	47
 50 	102 	8 	6 	2.0 	47
 50 	103 	9 	6 	2.0 	47
 50 	104 	9 	6 	2.0 	47
 50 	105 	8 	6 	2.0 	47
 50 	106 	9 	6 	2.0 	48
 50 	107 	9 	6 	2.0 	49
 50 	108 	8 	6 	2.0 	49
 50 	109 	8 	6 	2.0 	49
 50 	110 	8 	6 	2.0 	49
 50 	111 	8 	6 	2.0 	50
 50 	112 	8 	6 	2.0 	51
 50 	113 	8 	6 	2.0 	51
 50 	114 	8 	6 	2.0 	52
 50 	115 	8 	6 	2.0 	52
 50 	116 	8 	6 	2.0 	53
 50 	117 	8 	6 	2.0 	54
 50 	118 	8 	6 	2.0 	55
 50 	119 	8 	6 	2.0 	55
 50 	120 	9 	6 	2.0 	55
 50 	121 	9 	6 	2.0 	55
 50 	122 	8 	6 	2.0 	55
 50 	123 	9 	6 	2.0 	55
 50 	124 	8 	6 	2.0 	55
 50 	125 	8 	6 	2.0 	56
 50 	126 	8 	6 	2.0 	56
 50 	127 	8 	6 	2.0 	56
 50 	128 	8 	6 	2.0 	56
 50 	129 	8 	6 	2.0 	56
 50 	130 	8 	6 	2.0 	56
 50 	131 	8 	6 	2.0 	57
 50 	132 	8 	6 	2.0 	58
 50 	133 	8 	6 	2.0 	59
 50 	134 	8 	6 	2.0 	60
 50 	135 	8 	6 	2.0 	60
 50 	136 	8 	6 	2.0 	60
 50 	137 	8 	6 	2.0 	60
 50 	138 	8 	6 	2.0 	60
 50 	139 	8 	6 	2.0 	60
 50 	140 	8 	6 	2.0 	60
 50 	141 	8 	6 	2.0 	60
 50 	142 	8 	6 	2.0 	60
 50 	143 	8 	6 	2.0 	60
 50 	144 	8 	6 	2.0 	60
 50 	145 	8 	6 	2.0 	60
 50 	146 	8 	6 	2.0 	60
 50 	147 	8 	6 	2.0 	61
 50 	148 	8 	6 	2.0 	62
 50 	149 	8 	6 	2.0 	63
 50 	150 	7 	6 	2.0 	63
 50 	151 	8 	6 	2.0 	63
 50 	152 	8 	6 	2.0 	64
 50 	153 	8 	6 	2.0 	64
 50 	154 	8 	6 	2.0 	65
 50 	155 	8 	6 	2.0 	65
 50 	156 	8 	6 	2.0 	66
 50 	157 	8 	6 	2.0 	66
 50 	158 	8 	6 	2.0 	66
 50 	159 	8 	6 	2.0 	67
 50 	160 	8 	6 	2.0 	67
 50 	161 	7 	6 	2.0 	67
 50 	162 	8 	6 	2.0 	68
 50 	163 	7 	6 	2.0 	68
 50 	164 	8 	6 	2.0 	68
 50 	165 	8 	6 	2.0 	68
 50 	166 	7 	6 	2.0 	69
 50 	167 	8 	6 	2.0 	69
 50 	168 	8 	6 	2.0 	69
 50 	169 	8 	6 	2.0 	70
 50 	170 	8 	6 	2.0 	70
 50 	171 	8 	6 	2.0 	70
 50 	172 	8 	6 	2.0 	70
 50 	173 	8 	6 	2.0 	71
 50 	174 	8 	6 	2.0 	71
 50 	175 	8 	6 	2.0 	71
 50 	176 	8 	6 	2.0 	72
 50 	177 	8 	6 	2.0 	73
 50 	178 	7 	6 	2.0 	74
 50 	179 	7 	6 	2.0 	74
 50 	180 	8 	6 	2.0 	74
 50 	181 	8 	6 	2.0 	74
 50 	182 	7 	6 	2.0 	75
 50 	183 	7 	6 	2.0 	75
 50 	184 	7 	6 	2.0 	75
 50 	185 	8 	6 	2.0 	75
 50 	186 	8 	6 	2.0 	75
 50 	187 	8 	6 	2.0 	76
 50 	188 	8 	6 	2.0 	76
